code,product_name,brands,ingredients_text,quantity,lang,source,silver_grain_type,manual_grain_type,manual_grain_type_status,manual_grain_type_at,manual_grain_type_mode,manual_grain_type_note,silver_is_filled,manual_is_filled,manual_is_filled_status,manual_is_filled_at,manual_is_filled_mode,manual_is_filled_note,silver_is_organic,manual_is_organic,manual_is_organic_status,manual_is_organic_at,manual_is_organic_mode,manual_is_organic_note,silver_is_gluten_free,manual_is_gluten_free,manual_is_gluten_free_status,manual_is_gluten_free_at,manual_is_gluten_free_mode,manual_is_gluten_free_note,silver_pasta_shape,manual_pasta_shape,manual_pasta_shape_status,manual_pasta_shape_at,manual_pasta_shape_mode,manual_pasta_shape_note,silver_is_vegan,manual_is_vegan,manual_is_vegan_status,manual_is_vegan_at,manual_is_vegan_mode,manual_is_vegan_note,silver_nutri_score_grade,manual_nutri_score_grade,manual_nutri_score_grade_status,manual_nutri_score_grade_at,manual_nutri_score_grade_mode,manual_nutri_score_grade_note,silver_protein_class,manual_protein_class,manual_protein_class_status,manual_protein_class_at,manual_protein_class_mode,manual_protein_class_note
4104420221536,Rote Linsen Spirelli,Alnatura,Kann Spuren von Ei und Soja enthalten.,250 g,,brand_disjoint_test,other,other,confirmed,2026-05-15T02:27:38+00:00,blind,,False,False,confirmed,2026-05-15T02:27:38+00:00,blind,,True,True,confirmed,2026-05-15T02:27:38+00:00,blind,,True,True,confirmed,2026-05-15T02:27:38+00:00,blind,,fusilli,fusilli,confirmed,2026-05-15T02:27:38+00:00,blind,,True,True,confirmed,2026-05-15T02:27:38+00:00,blind,,A,A,confirmed,2026-05-15T02:27:38+00:00,blind,,high,high,confirmed,2026-05-15T02:27:38+00:00,blind,
8024370056148,Piombi,"Fior di Pasta, Pasta Zara, Penny market","Semola di grano duro, acqua,",500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:29:37+00:00,blind,,False,False,confirmed,2026-05-15T02:29:37+00:00,blind,,False,False,confirmed,2026-05-15T02:29:37+00:00,blind,,False,False,confirmed,2026-05-15T02:29:37+00:00,blind,,,other,manual_only,2026-05-15T02:29:37+00:00,blind,,True,True,confirmed,2026-05-15T02:29:37+00:00,blind,,A,A,confirmed,2026-05-15T02:29:37+00:00,blind,,med,med,confirmed,2026-05-15T02:29:37+00:00,blind,
8019010344198,Spaghettoni semintegrali,Ecor,Semolato di grano duro biologico demeter (Triticum durum).,500 g,,brand_disjoint_test,,wheat,manual_only,2026-05-15T02:30:51+00:00,blind,,False,False,confirmed,2026-05-15T02:30:51+00:00,blind,,True,True,confirmed,2026-05-15T02:30:51+00:00,blind,,False,False,confirmed,2026-05-15T02:30:51+00:00,blind,,spaghetti,spaghetti,confirmed,2026-05-15T02:30:51+00:00,blind,,True,True,confirmed,2026-05-15T02:30:51+00:00,blind,,A,A,confirmed,2026-05-15T02:30:51+00:00,blind,,med,med,confirmed,2026-05-15T02:30:51+00:00,blind,
7617008178957,Spätzli bio,L’Oste Cucinamediterranea,"Semola di _GRANO_ duro*, acqua, farina di _FRUMENTO_*, _UOVA_*, olio di girasole*, sale, noce moscata*, pepe*. *Ingredienti di origine Biologica  Puó contenere: _SOIA_, _SEDANO_, _FRUTTA A GUSCIO_, _SENAPE_.",500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:32:29+00:00,blind,,False,False,confirmed,2026-05-15T02:32:29+00:00,blind,,False,True,override,2026-05-15T02:32:29+00:00,blind,,False,False,confirmed,2026-05-15T02:32:29+00:00,blind,,other,"gnocchi/piombi/spätzli — schema gap, recommend enum extension",override,2026-05-15T02:32:29+00:00,blind,,False,False,confirmed,2026-05-15T02:32:29+00:00,blind,,,,empty,2026-05-15T10:39:12+00:00,llm,,med,med,confirmed,2026-05-15T02:32:29+00:00,blind,
0810006580983,Naked Chinese style firecracker,Naked,"Oriental-Style Noodles (Soft Wheat, Durum wheat, semolina, egg, salt, Potassium Carbonate), Sugar, Potato Starch, Natural Flavors (Wheat), Maltodextrin (Wheat), Tomato Powder, Spices, Dried Green Bell Pepper, Dried Red Bell Pepper, Onion Powder, Garlic Powder, Salt, Caramel Color (Wheat), Yeast Extract, Dried Scallions, Dried Jalapeño Pepper, Citric Acid, Cayenne Flavored Salt, Malt Vinegar Extract",78 g,,brand_disjoint_test,,wheat,manual_only,2026-05-15T02:33:34+00:00,blind,,False,False,confirmed,2026-05-15T02:33:34+00:00,blind,,False,False,confirmed,2026-05-15T02:33:34+00:00,blind,,False,False,confirmed,2026-05-15T02:33:34+00:00,blind,,noodles,noodles,confirmed,2026-05-15T02:33:34+00:00,blind,,False,False,confirmed,2026-05-15T02:33:34+00:00,blind,,,,empty,2026-05-15T10:39:12+00:00,llm,,,med,manual_only,2026-05-15T02:33:34+00:00,blind,
8480000062451,Spaghetti,HACENDADO,Semola: trigo duro.,1 Kg,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:33:58+00:00,blind,,False,False,confirmed,2026-05-15T02:33:58+00:00,blind,,False,False,confirmed,2026-05-15T02:33:58+00:00,blind,,False,False,confirmed,2026-05-15T02:33:58+00:00,blind,,spaghetti,spaghetti,confirmed,2026-05-15T02:33:58+00:00,blind,,True,True,confirmed,2026-05-15T02:33:58+00:00,blind,,A,A,confirmed,2026-05-15T02:33:58+00:00,blind,,med,med,confirmed,2026-05-15T02:33:58+00:00,blind,
8801043157711,Instand Nudeln,Nongshim,"Nudeln: Weizenmehl (Australien), Kartoffelstärke, Palmöl, Würzmittel (Reisöl, Zucker, Tintenfisch, Sardellen, Emulgator: E322 (enthält Soja), Garnele, Fischsauce (Thunfisch, Meerbrassen)), Salz, Tocopherol Flüssigkeit (Antioxidationsmittel: E306, Emulgator: E322 (enthält Soja)), Säureregulator: E501, E339, E500, Grüner Tee-Extrakt (Oligosaccharides, Tee-Catechin, Säuerungsmittel: E330), Farbstoff: E101. Suppenpulver: Würzmittel (Maltodextrin, hydrolysiertes pflanzliches Eiweiß (Sola, Weizen), Salz, Hefeextrakt, Muschel, Zucker, Tintenfisch, Venusmuscheln, Sardellen, Thunfisch, Krabbe, Gamele, Bonito), Salz, Würzmittel (Maltodextrin, Chilischoten, schwarzer Pfeffer, Knoblauch), Zucker, Geschmacksverstärker: E631, E627, Karamell-Pulver (Maltodextrin, Farbstoff: E150c), Trennmittel: E551. Flocken: Seetang, Seetang, Zwiebel, Karotten, Fischkuchen (Seelachs Tintenfisch, Weizenstärke).",120 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:34:21+00:00,blind,,False,False,confirmed,2026-05-15T02:34:21+00:00,blind,,False,False,confirmed,2026-05-15T02:34:21+00:00,blind,,False,False,confirmed,2026-05-15T02:34:21+00:00,blind,,noodles,noodles,confirmed,2026-05-15T02:34:21+00:00,blind,,False,False,confirmed,2026-05-15T02:34:21+00:00,blind,,,,empty,2026-05-15T10:39:12+00:00,llm,,med,med,confirmed,2026-05-15T02:34:21+00:00,blind,
3229820786346,Spaghetti Blé et Petit Epeautre,Bjorg,"Semoule semi-complète de _Blé_ dur* (80%), Semoule semi-complète de Petit _Épeautre_* (20%) bio",500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:35:27+00:00,blind,,False,False,confirmed,2026-05-15T02:35:27+00:00,blind,,True,True,confirmed,2026-05-15T02:35:27+00:00,blind,,False,False,confirmed,2026-05-15T02:35:27+00:00,blind,,spaghetti,spaghetti,confirmed,2026-05-15T02:35:27+00:00,blind,,,True,manual_only,2026-05-15T02:35:27+00:00,blind,,A,A,confirmed,2026-05-15T02:35:27+00:00,blind,,med,med,confirmed,2026-05-15T02:35:27+00:00,blind,
4104420209398,Nudeln Vollkorn Farfalle (Bio),Alnatura,Vollkorn-Hartweizengrieß,500 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:35:52+00:00,blind,,False,False,confirmed,2026-05-15T02:35:52+00:00,blind,,True,True,confirmed,2026-05-15T02:35:52+00:00,blind,,False,False,confirmed,2026-05-15T02:35:52+00:00,blind,,farfalle,farfalle,confirmed,2026-05-15T02:35:52+00:00,blind,,True,True,confirmed,2026-05-15T02:35:52+00:00,blind,,A,A,confirmed,2026-05-15T02:35:52+00:00,blind,,med,med,confirmed,2026-05-15T02:35:52+00:00,blind,
2000000074755,Pâté de foie de volaille,"AJM, Sarl AJM",70% de gras de porc ; 30% de foie de volaille ; Sel ; Poivre ; Muscade,136 gr,,brand_disjoint_test,,,unsure,2026-05-15T02:38:50+00:00,blind,,False,,unsure,2026-05-15T02:38:50+00:00,blind,,False,,unsure,2026-05-15T02:38:50+00:00,blind,,False,,unsure,2026-05-15T02:38:50+00:00,blind,,,,unsure,2026-05-15T02:38:50+00:00,blind,,False,,unsure,2026-05-15T02:38:50+00:00,blind,,,,unsure,2026-05-15T02:38:50+00:00,blind,,med,,unsure,2026-05-15T02:38:50+00:00,blind,
8001665708296,Sfogliavelo mozzarella e 'nduja,Giovanni Rana,"Ripieno 53% (polpa di pomodoro 33%, formaggio mozzarella 139%, pangrattato (farina di grano tenero, acqua, sale, lievito), fibre vegetali, salame 'nduja 7% (grasso di suino, carne di suino, peperoncino dolce e piccante, sale), ricotta (siero di latte, latte, sale), amido, olio di girasole, siero di latte in polvere, cipolla, sale, latte scremato in polvere, aromi naturali (contengono latte e frumento), zucchero, aglio in polvere). Pasta 47% (farina di grano tenero, uovo 30%, semola di grano duro).",250 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:41:34+00:00,blind,,True,True,confirmed,2026-05-15T02:41:34+00:00,blind,,False,False,confirmed,2026-05-15T02:41:34+00:00,blind,,False,False,confirmed,2026-05-15T02:41:34+00:00,blind,,,other,manual_only,2026-05-15T02:41:34+00:00,blind,,False,False,confirmed,2026-05-15T02:41:34+00:00,blind,,D,D,confirmed,2026-05-15T02:41:34+00:00,blind,,med,med,confirmed,2026-05-15T02:41:34+00:00,blind,
8001665127974,"Tortellini Pesto, Basilic & Pignons","Giovanni Rana, Rana","Farce 55% : ricotta (sérum de lait, lait), huile végétale, chapelure (farine de blé tendre, sel, levure), basilic 7,5%, fromage maigre, fromage pecorino 5%, fibre végétale, lactose, noix de cajou, fromage râpé 3%, amidon, sel, pignons, 1%, extrait de levure, arôme naturel, correcteur d'acidité : acide lactique, antioxydant : acide ascorbique - Pâte 45% : farine de blé tendre, semoule de blé dur, œufs 20%",250 g (2 personnes),,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:42:05+00:00,blind,,True,True,confirmed,2026-05-15T02:42:05+00:00,blind,,False,False,confirmed,2026-05-15T02:42:05+00:00,blind,,False,False,confirmed,2026-05-15T02:42:05+00:00,blind,,other,other,confirmed,2026-05-15T02:42:05+00:00,blind,,False,False,confirmed,2026-05-15T02:42:05+00:00,blind,,D,D,confirmed,2026-05-15T02:42:05+00:00,blind,,med,med,confirmed,2026-05-15T02:42:05+00:00,blind,
7790070320445,Tallarín,Matarazzo,Sémola de trigo candeal.,400 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:44:07+00:00,blind,,False,False,confirmed,2026-05-15T02:44:07+00:00,blind,,False,False,confirmed,2026-05-15T02:44:07+00:00,blind,,False,False,confirmed,2026-05-15T02:44:07+00:00,blind,,noodles,tagliatelle,override,2026-05-15T02:44:07+00:00,blind,,True,True,confirmed,2026-05-15T02:44:07+00:00,blind,,,,unsure,2026-05-15T02:44:07+00:00,blind,,med,med,confirmed,2026-05-15T02:44:07+00:00,blind,
0089686140743,Instant noodles migoreng satay flavour,IndomieIndofood,"Noodles (_Wheat_ flour 66%, refined palm oil (contains TBHQ (E319)), salt, sodium tripolyphosphate, potassium carbonate, sodium carbonate, guar gum, riboflavin); Seasoning Powder (Sugar, salt, monosodium glutamate, disodium guanylate, disodium inosinate, artificial flavor, yeast extract, garlic powder, onion powder, silicon dioxide, lime flavor, caramel, tartaric acid); Seasoning Oil (refined palm oil (contains TBHQ), _peanut_, chili, onion, garlic, herbs); Sweet _Soy_ Sauce (Sugar, water, salt, _wheat_, _soy_ bean, spices, sesame oil); Chili Powder, Fried Onion",80 g,,brand_disjoint_test,,wheat,manual_only,2026-05-15T02:45:51+00:00,blind,,False,False,confirmed,2026-05-15T02:45:51+00:00,blind,,False,False,confirmed,2026-05-15T02:45:51+00:00,blind,,False,False,confirmed,2026-05-15T02:45:51+00:00,blind,,noodles,noodles,confirmed,2026-05-15T02:45:51+00:00,blind,,,False,manual_only,2026-05-15T02:45:51+00:00,blind,,,,empty,2026-05-15T10:39:12+00:00,llm,,low,low,confirmed,2026-05-15T02:45:51+00:00,blind,
5032722311107,Spelt Tagliatelle,biona organic,"White _Spelt_ Flour, Water, Spinach Powder (3%)",250g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:46:20+00:00,blind,,False,False,confirmed,2026-05-15T02:46:20+00:00,blind,,True,True,confirmed,2026-05-15T02:46:20+00:00,blind,,False,False,confirmed,2026-05-15T02:46:20+00:00,blind,,tagliatelle,tagliatelle,confirmed,2026-05-15T02:46:20+00:00,blind,,True,True,confirmed,2026-05-15T02:46:20+00:00,blind,,A,A,confirmed,2026-05-15T02:46:20+00:00,blind,,med,med,confirmed,2026-05-15T02:46:20+00:00,blind,
5060262485583,Chicken Gyoza Dinner Dumplings,itsu,"Gyoza filling (chicken thigh & skin (37%), cabbage, white onion, spring onion, soy sauce [water, soya beans, wheat, salt), ginger, yeast extract, garlic, chicken stock [water, chicken (bones, meat, fat), salt], sesame oil, textured soya protein, sugar, salt, water, black pepper, turmeric), gyoza skin (wheat flour, water, tapioca starch, wheat gluten, rapeseed oil, salt, turmeric).",240 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:47:17+00:00,blind,,True,True,confirmed,2026-05-15T02:47:17+00:00,blind,,False,False,confirmed,2026-05-15T02:47:17+00:00,blind,,False,False,confirmed,2026-05-15T02:47:17+00:00,blind,,,other,manual_only,2026-05-15T02:47:17+00:00,blind,,False,False,confirmed,2026-05-15T02:47:17+00:00,blind,,A,B,override,2026-05-15T02:47:17+00:00,blind,,med,med,confirmed,2026-05-15T02:47:17+00:00,blind,
8053904630592,Shirataki ready to cook with pad thai sauce,WokFoods,"Noodle: water, konjac flour 4,4% (Amorphophallus Konjac), acidity regulator (E526). Sauce: cane sugar, water, shallot, rice brain oil, salt, garlic, tamarind juice (tamarind, water), soy sauce (soybean, wheat, salt, sugar, preservative: E202, E211),thickener: E1422, acidity regulator: E330, colour: E150c, E160c.",175 g e,,brand_disjoint_test,other,other,confirmed,2026-05-15T02:49:43+00:00,blind,,False,False,confirmed,2026-05-15T02:49:43+00:00,blind,,False,False,confirmed,2026-05-15T02:49:43+00:00,blind,,False,False,confirmed,2026-05-15T02:49:43+00:00,blind,,noodles,noodles,confirmed,2026-05-15T02:49:43+00:00,blind,,,False,manual_only,2026-05-15T02:49:43+00:00,blind,,E,E,confirmed,2026-05-15T02:49:43+00:00,blind,,0,0,confirmed,2026-05-15T02:49:43+00:00,blind,
3266140060176,Ravioli aux girolles poêlées & persil de la Drôme sachet,Saint jean,"Pâte 50%: Semoule de BLE dur de qualité supérieure 36%, eau, OEUFS issus de poules élevées en plein air 5% (140 g par Kg semoule). Farce 50% : Girolles 7,5%, champignons de Paris, chapelure (BLE), FROMAGE frais 6.2%, flocon de pomme de terre (pommes de terre déshydratées, extrait de curcuma), RICOTTA, huile de tournesol, EMMENTAL, persil 2,5%, fibre de blé, sel, BEURRE, arôme naturel de champignon avec autres arômes naturels, ail, poivre. (Pourcentages exprimés sur l'ensemble du produit)",250 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:50:06+00:00,blind,,True,True,confirmed,2026-05-15T02:50:06+00:00,blind,,False,False,confirmed,2026-05-15T02:50:06+00:00,blind,,False,False,confirmed,2026-05-15T02:50:06+00:00,blind,,other,other,confirmed,2026-05-15T02:50:06+00:00,blind,,False,False,confirmed,2026-05-15T02:50:06+00:00,blind,,C,C,confirmed,2026-05-15T02:50:06+00:00,blind,,med,med,confirmed,2026-05-15T02:50:06+00:00,blind,
3263859472412,Ravioles du Dauphiné,"Leader Price, Sélection de nos Régions",Pâte 50 % - farine de _blé_ tendre - eau - _œufs_ frais - huile de tournesol. Farce 50 % : _fromage_ frais - _Comté_ - _Emmental_ français Est-Central - persil - _œufs_ frais - sel — _beurre_.,240 g,,brand_disjoint_test,wheat,wheat,confirmed,2026-05-15T02:50:30+00:00,blind,,True,True,confirmed,2026-05-15T02:50:30+00:00,blind,,False,False,confirmed,2026-05-15T02:50:30+00:00,blind,,False,False,confirmed,2026-05-15T02:50:30+00:00,blind,,other,other,confirmed,2026-05-15T02:50:30+00:00,blind,,False,False,confirmed,2026-05-15T02:50:30+00:00,blind,,D,D,confirmed,2026-05-15T02:50:30+00:00,blind,,med,med,confirmed,2026-05-15T02:50:30+00:00,blind,
